                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    491,                0.17962,                 0.6338,                0.83716,                0.99763,                      1,                  0.995,                  0.995,                0.09798,                 0.0882,                0.54728,               5.96e-05,               5.96e-05,               5.96e-05
                    492,                0.15777,                0.27334,                0.84951,                0.99767,                      1,                  0.995,                  0.995,                0.10269,                0.09118,                0.54911,              5.564e-05,              5.564e-05,              5.564e-05
                    493,                0.14262,                0.17456,                0.83105,                 0.9976,                      1,                  0.995,                  0.995,                0.10506,                0.09906,                0.54923,              5.168e-05,              5.168e-05,              5.168e-05
                    494,                0.15756,                0.16765,                0.83424,                0.99759,                      1,                  0.995,                  0.995,                0.10645,                0.10131,                0.55081,              4.772e-05,              4.772e-05,              4.772e-05
                    495,                0.16274,                0.18201,                0.84217,                0.99763,                      1,                  0.995,                  0.995,                0.10581,                0.09774,                0.54973,              4.376e-05,              4.376e-05,              4.376e-05
                    496,                0.16648,                0.16296,                0.84607,                0.99764,                      1,                  0.995,                  0.995,                0.10283,                0.09162,                0.54646,               3.98e-05,               3.98e-05,               3.98e-05
                    497,                0.17828,                0.18101,                0.83086,                0.99763,                      1,                  0.995,                  0.995,                0.10174,                0.09277,                0.54631,              3.584e-05,              3.584e-05,              3.584e-05
                    498,                0.12774,                0.14403,                0.83742,                0.99763,                      1,                  0.995,                  0.995,                0.09915,                0.08856,                0.54506,              3.188e-05,              3.188e-05,              3.188e-05
                    499,                0.16682,                0.16789,                0.83984,                0.99766,                      1,                  0.995,                  0.995,                0.09617,                0.08889,                0.54416,              2.792e-05,              2.792e-05,              2.792e-05
                    500,                0.16293,                0.16359,                0.83116,                0.99764,                      1,                  0.995,                  0.995,                0.09778,                0.08862,                0.54567,              2.396e-05,              2.396e-05,              2.396e-05
